Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0005339	Abnormality of complement system	An abnormality of the complement system.
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0005368	Abnormality of humoral immunity	An abnormality of the humoral immune system, which comprises antibodies produced by B cells as well as the complement system.
Complement total hemolytic CH50 [Units/volume] in Serum or Plasma	60	http://purl.obolibrary.org/obo/HP_0030686	Increased adiponectin level	An elevated circulating concentration of adiponectin, a 30-kDa complement C1-related protein that is the most abundant secreted protein expressed in adipose tissue.
LMW Heparin [Units/volume] in Platelet poor plasma by Chromogenic method	65	http://purl.obolibrary.org/obo/HP_0040226	Decreased level of heparin co-factor II	An abnormality of coagulation related to a decreased concentration of heparin co-factor II
LMW Heparin [Units/volume] in Platelet poor plasma by Chromogenic method	65	http://purl.obolibrary.org/obo/HP_0011874	Heparin-induced thrombocytopenia	Low platelet count following administration of unfractionated or (less commonly) low-molecular weight heparin.
Clozapine [Mass/volume] in Serum or Plasma	No HPO classes are found
 Tryptase [Mass/volume] in Serum or Plasma	No HPO classes are found
 Estradiol (E2) [Mass/volume] in Serum or Plasma	90	http://purl.obolibrary.org/obo/HP_0025133	Abnormal serum estradiol@en	A deviation from normal concentrations of estradiol in the circulation.
Estradiol (E2) [Mass/volume] in Serum or Plasma	90	http://purl.obolibrary.org/obo/HP_0025134	Increased serum estradiol@en	An elevation above normal limits of the concentration of estradiol in the circulation.
Estradiol (E2) [Mass/volume] in Serum or Plasma	90	http://purl.obolibrary.org/obo/HP_0008214	Decreased serum estradiol	A reduction below normal concentration of estradiol in the circulation.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0030780	Abnormality of the protein C anticoagulant pathway	An anomaly of the protein C anticoagulant pathway, which serves as a major system for controlling thrombosis, limiting inflammatory responses, and potentially decreasing endothelial cell apoptosis in response to inflammatory cytokines and ischemia. A natural anticoagulant system denoted the protein C pathway exerts its anticoagulant effect by regulating the activity of FVIIIa and FVa. The vitamin K-dependent protein C is the key component of the pathway. Activated protein C (APC) cleaves and inhibits coagulation cofactors FVIIIa and FVa, which result in downregulation of the activity of the coagulation system. The endothelial protein C receptor stimulates the T-TM-mediated activation of protein C on the endothelial cell surface. The two cofactors, protein S and the intact form of FV, enhance the anticoagulant activity of APC.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0004841	Reduced factor XII activity	Decreased activity of coagulation factor XII. Factor XII (fXII) is part of the intrinsic coagulation pathway and binds to exposed collagen at site of vessel wall injury, activated by high-MW kininogen and kallikrein, thereby initiating the coagulation cascade.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0005527	Reduced kininogen activity	Reduction in the amount of kininogen, which functions as a cofactor in the contact phase of the intrinsic blood coagulation cascade.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0008357	Reduced factor XIII activity	Decreased activity of coagulation factor XIII (also known as fibrin stabilizing factor). Activated Factor XIII cross-links fibrin polymers solidifying the clot.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0030977	Increased factor VIII activity	Increased activity of the coagulation factor VIII. Factor VIII (fVIII) is a cofactor in the intrinsic clotting cascade that is activated to fVIIIa in the presence of minute quantities of thrombin. fVIIIa acts as a receptor, for factors IXa and X.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0003225	Reduced factor V activity	Decreased activity of coagulation factor V, Factor V, which is activated to factor Va by means of minute amounts of thrombin (and inactivated by larger amounts of thrombin). Activated factor V (fVa) is a cofactor in the formation of the prothrombinase complex.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0011858	Reduced factor IX activity	Decreased activity of coagulation factor IX. Factor IX, which itself is activated by factor Xa or factor VIIa to form factor IXa, activates factor X into factor Xa.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0030976	Abnormal factor VIII activity	A deviation from the normal activity of coagulation factor VIII. Factor VIII (fVIII) is a cofactor in the intrinsic clotting cascade that is activated to fVIIIa in the presence of minute quantities of thrombin. fVIIIa acts as a receptor, for factors IXa and X.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0004855	Reduced protein S activity	An abnormality of coagulation related to a decreased concentration of vitamin K-dependent protein S. Protein S is a cofactor of protein C.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0005543	Reduced protein C activity	An abnormality of coagulation related to a decreased concentration of vitamin K-dependent protein C. Protein C is activated to protein Ca by thrombin bound to thrombomodulin. Activated protein C degrades factors VIIIa and Va.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0011996	Elevated factor V activity	Increased activity of coagulation factor V, Factor V, which is activated to factor Va by means of minute amounts of thrombin (and inactivated by larger amounts of thrombin). Activated factor V (fVa) is a cofactor in the formation of the prothrombinase complex.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0008321	Reduced factor X activity	Reduced activity of coagulation factor X. The extrinsic and intrinsic pathways converge at factor X (fX). The extrinsic pathway activates fX by means of d factor VII with its cofactor, tissue factor. The intrinsic pathway activates fX by means of the tenase complex (Ca2+ and factors VIIIa, IXa and X) on the surface of activated platelets. Factor Xa in turn activates prothrombin (factor II) to thrombin (factor IIa).
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0003125	Reduced factor VIII activity	Reduced activity of coagulation factor VIII. Factor VIII (fVIII) is a cofactor in the intrinsic clotting cascade that is activated to fVIIIa in the presence of minute quantities of thrombin. fVIIIa acts as a receptor, for factors IXa and X.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0008169	Reduced factor VII activity	Reduced activity of coagulation factor VII. Factor VII is part of the extrinsic coagulation pathway, which is initiated at the site of injury in response to the release of tissue factor (fIII). Tissue factor and activated factor VII catalyze the activation of factor X.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0001929	Reduced factor XI activity	Decreased activity of coagulation factor XI. Factor XI, also known as plasma thromboplastin antecedent, is a serine proteinase that activates factor IX.
Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay	71	http://purl.obolibrary.org/obo/HP_0012201	Reduced prothrombin activity	Decreased activity of coagulation factor II, which is also known as prothrombin.
Norclozapine [Mass/volume] in Serum or Plasma	No HPO classes are found
 Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030375	Increased memory B cell count	An elevation above the normal count in the circulation of memory B cells (CD19+/CD27+). Memory B cells develop from naive B cells. Upon antigen rechallenge, memory B cells rapidly expand and differentiate into plasma cells under the cognate control of memory Th cells (Phase IV).
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0010970	Blood group antigen abnormality	An abnormality of an erythrocyte cell surface molecule.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030371	Increased naive B cell count	An elevation above normal of the count of naive B cells (CD19+/CD27-/IgD+/IgM+). Naive B cells represent one of the subtypes of B cells in the peripheral blood, and are B cells that have not been exposed to antigen.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0005479	IgE deficiency	An abnormally decreased level of immunoglobulin IgE in blood.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0002243	Protein-losing enteropathy	Abnormal loss of protein from the digestive tract related to excessive leakage of plasma proteins into the lumen of the gastrointestinal tract.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0003212	Increased IgE level	An abnormally increased level of immunoglobulin E in blood.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030370	Abnormal naive B cell count	A deviation from normal of the count of naive B cells (CD19+/CD27-/IgD+/IgM+). Naive B cells represent one of the subtypes of B cells in the peripheral blood, and are B cells that have not been exposed to antigen.
Soybean IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030373	Abnormal memory B cell count	A deviation from the normal count in the circulation of memory B cells (CD19+/CD27+). Memory B cells develop from naive B cells. Upon antigen rechallenge, memory B cells rapidly expand and differentiate into plasma cells under the cognate control of memory Th cells (Phase IV).
Shrimp IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030375	Increased memory B cell count	An elevation above the normal count in the circulation of memory B cells (CD19+/CD27+). Memory B cells develop from naive B cells. Upon antigen rechallenge, memory B cells rapidly expand and differentiate into plasma cells under the cognate control of memory Th cells (Phase IV).
Shrimp IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0010970	Blood group antigen abnormality	An abnormality of an erythrocyte cell surface molecule.
Shrimp IgE Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0030371	Increased naive B cell count	An elevation above normal of the count of naive B cells (CD19+/CD27-/IgD+/IgM+). Naive B cells represent one of the subtypes of B cells in the peripheral blood, and are B cells that have not been exposed to antigen.
